호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,4총합,05시-06시 승차인원,05시-06시 하차인원,5총합,06시-07시 승차인원,06시-07시 하차인원,6총합,07시-08시 승차인원,07시-08시 하차인원,7총합,08시-09시 승차인원,08시-09시 하차인원,8총합,09시-10시 승차인원,09시-10시 하차인원,9총합,10시-11시 승차인원,10시-11시 하차인원,10총합,11시-12시 승차인원,11시-12시 하차인원,11총합,12시-13시 승차인원,12시-13시 하차인원,12총합,13시-14시 승차인원,13시-14시 하차인원,13총합,14시-15시 승차인원,14시-15시 하차인원,14총합,15시-16시 승차인원,15시-16시 하차인원,15총합,16시-17시 승차인원,16시-17시 하차인원,16총합,17시-18시 승차인원,17시-18시 하차인원,17총합,18시-19시 승차인원,18시-19시 하차인원,18총합,19시-20시 승차인원,19시-20시 하차인원,19총합,20시-21시 승차인원,20시-21시 하차인원,20총합,21시-22시 승차인원,21시-22시 하차인원,21총합,22시-23시 승차인원,22시-23시 하차인원,22총합,23시-24시 승차인원,23시-24시 하차인원,23총합,00시-01시 승차인원,00시-01시 하차인원,24총합,01시-02시 승차인원,01시-02시 하차인원,1총합,02시-03시 승차인원,02시-03시 하차인원,2총합,03시-04시 승차인원,03시-04시 하차인원,3총합
2호선,잠실(송파구청),129,10,139,13225,4976,18201,51862,35519,87381,122573,81038,203611,174225,173663,347888,131787,160019,291806,92278,125959,218237,91150,129622,220772,100842,122994,223836,109912,129208,239120,118933,129319,248252,136672,140821,277493,164437,158415,322852,200442,193429,393871,239772,242671,482443,173493,161297,334790,169384,106478,275862,151093,96782,247875,99659,88562,188221,32757,48019,80776,4434,9145,13579,9,260,269,1,2,3,0,0,0
2호선,잠실나루,8,0,8,3251,2989,6240,12877,15963,28840,39423,23521,62944,48719,37495,86214,33475,23444,56919,26517,18579,45096,25185,16805,41990,23591,20142,43733,22015,21217,43232,23175,20198,43373,25662,21632,47294,34390,23442,57832,36304,29903,66207,30123,40932,71055,14955,30475,45430,10844,20058,30902,8490,18551,27041,5995,17891,23886,2710,10142,12852,364,3021,3385,0,55,55,0,0,0,0,0,0
2호선,잠실새내,42,2,44,5612,947,6559,18598,8771,27369,63419,17575,80994,87917,30344,118261,58781,32424,91205,39584,26825,66409,38042,29597,67639,38169,34100,72269,37404,37419,74823,33771,40130,73901,37492,47647,85139,39987,54529,94516,43465,70575,114040,45771,92929,138700,35375,65835,101210,30519,40740,71259,29987,36291,66278,28462,33781,62243,14953,18419,33372,2422,5570,7992,1,139,140,0,0,0,0,0,0
2호선,종합운동장,2,0,2,1827,1106,2933,6416,14489,20905,17006,24489,41495,24267,26345,50612,22582,15197,37779,17881,15979,33860,13994,18118,32112,17696,35866,53562,18485,32715,51200,15966,17403,33369,25250,21727,46977,28181,26509,54690,43653,41920,85573,19722,46922,66644,17209,20552,37761,20537,11944,32481,26929,11326,38255,25263,10848,36111,3170,6042,9212,352,1796,2148,1,75,76,0,0,0,0,0,0
2호선,충정로(경기대입구),43,4,47,3156,1008,4164,7097,6324,13421,16792,25483,42275,22709,61580,84289,15849,28619,44468,12268,13722,25990,12974,11616,24590,13461,12045,25506,14254,13948,28202,14139,12532,26671,15957,12885,28842,18316,14394,32710,31646,17942,49588,47211,22747,69958,15956,16380,32336,11546,11766,23312,10754,11423,22177,7322,10151,17473,3257,6737,9994,589,1921,2510,5,58,63,0,1,1,0,0,0
2호선,한양대,3,0,3,1034,570,1604,2618,6470,9088,5451,12000,17451,9034,81932,90966,6724,64301,71025,8750,62757,71507,14431,20147,34578,18782,44329,63111,21693,27043,48736,29424,23226,52650,39118,15482,54600,49085,13786,62871,59460,17799,77259,46146,22955,69101,23033,10160,33193,19694,7030,26724,21099,6686,27785,12504,6242,18746,6368,4411,10779,1344,1350,2694,2,14,16,0,0,0,0,0,0
2호선,합정,79,6,85,10602,2852,13454,18511,13458,31969,44018,30798,74816,55329,94127,149456,39555,84338,123893,30301,55440,85741,32793,53211,86004,38472,58999,97471,43428,67148,110576,47075,60767,107842,52312,62911,115223,61526,72476,134002,81767,91106,172873,118287,120399,238686,83125,83074,166199,70428,46929,117357,78203,37784,115987,69898,32872,102770,36969,23200,60169,5267,8101,13368,2,163,165,0,0,0,0,0,0
2호선,홍대입구,1256,41,1297,28706,3643,32349,32046,17703,49749,63352,42069,105421,81371,115129,196500,65705,151791,217496,60908,118291,179199,68919,138479,207398,80143,162839,242982,93232,179237,272469,104988,169551,274539,130250,174668,304918,164256,183536,347792,192661,217711,410372,218076,253940,472016,185695,184053,369748,183320,112411,295731,212757,89270,302027,203564,72914,276478,104875,52254,157129,12142,18572,30714,4,2146,2150,0,2,2,0,0,0
2호선,평균,291,5,296,9381,2740,12121,17229,16303,33532,45343,40548,85890,62327,99200,161527,44253,72108,116361,32823,45029,77852,33244,39300,72544,37093,40960,78053,40060,43917,83976,41896,41606,83501,48051,43946,91997,56584,49112,105696,77702,61745,139447,98446,80899,179345,57176,57488,114664,46695,36759,83454,45203,33720,78923,36687,30734,67421,16768,19081,35848,2499,5867,8367,2,316,319,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3호선,가락시장,66,5,71,2849,630,3479,7138,6392,13530,21830,12059,33889,23449,26617,50066,17868,14430,32298,15598,10627,26225,15311,11759,27070,15159,12831,27990,15106,13153,28259,15085,13974,29059,15960,15916,31876,17877,17406,35283,21454,20975,42429,28390,26845,55235,12264,18905,31169,9698,12631,22329,8160,11044,19204,5951,10534,16485,2299,5759,8058,363,1697,2060,1,37,38,0,0,0,0,0,0
3호선,경복궁(정부서울청사),65,0,65,2513,1582,4095,6425,15058,21483,14433,43099,57532,21563,137426,158989,21501,99242,120743,21282,71695,92977,28264,64364,92628,36682,59807,96489,45818,60634,106452,55606,48681,104287,69639,43469,113108,86080,38297,124377,101616,36201,137817,121692,35274,156966,54033,22859,76892,43084,13631,56715,40339,11074,51413,26687,10669,37356,9433,6015,15448,1052,1540,2592,2,66,68,0,0,0,0,0,0
3호선,경찰병원,18,1,19,2831,307,3138,8096,3432,11528,24216,9465,33681,27648,28146,55794,16818,16231,33049,12572,9013,21585,11513,7301,18814,10881,8895,19776,10820,10076,20896,10698,9178,19876,11258,10168,21426,10909,11477,22386,16755,16333,33088,20866,23422,44288,8101,18412,26513,6370,11225,17595,5090,10074,15164,3564,9459,13023,1017,5503,6520,132,1517,1649,0,0,0,0,0,0,0,0,0
3호선,고속터미널,163,4,167,5406,3933,9339,7748,34810,42558,27250,48692,75942,48013,77782,125795,56049,99467,155516,60143,103444,163587,76440,111685,188125,89750,105926,195676,99007,106194,205201,112505,112976,225481,130312,116998,247310,142311,114633,256944,155304,117450,272754,149274,121205,270479,130154,76009,206163,139079,47951,187030,83240,37569,120809,49428,27206,76634,18028,12987,31015,1620,2201,3821,0,0,0,0,0,0,0,0,0
3호선,교대(법원.검찰청),81,0,81,1702,676,2378,4396,7384,11780,10395,21415,31810,15670,50199,65869,13815,38943,52758,16088,18443,34531,19583,13632,33215,21631,13037,34668,27048,13686,40734,32320,12086,44406,32921,11916,44837,35301,12422,47723,53046,18116,71162,69483,21960,91443,35075,11839,46914,32697,6964,39661,31666,5659,37325,26911,5163,32074,9363,3122,12485,1415,839,2254,0,2,2,0,0,0,0,0,0
3호선,구파발,115,5,120,11900,1679,13579,35818,10879,46697,89237,23115,112352,85899,31555,117454,49382,29353,78735,35843,28672,64515,33633,26337,59970,33906,27289,61195,32168,30490,62658,32693,31911,64604,36398,33927,70325,41430,40136,81566,40245,50691,90936,31660,75904,107564,20838,66044,86882,17326,38241,55567,14907,34036,48943,11796,30793,42589,3393,20866,24259,588,8274,8862,1,370,371,0,0,0,0,0,0
3호선,금호,51,10,61,4409,495,4904,10585,2658,13243,27947,4571,32518,38315,9557,47872,24535,7248,31783,16378,7230,23608,14616,7435,22051,14067,8741,22808,13110,10893,24003,11377,11651,23028,10933,14594,25527,11703,17361,29064,12535,21947,34482,11939,30804,42743,8418,22368,30786,5992,15349,21341,4550,13900,18450,3477,12903,16380,1688,7010,8698,254,1874,2128,0,0,0,0,0,0,0,0,0
3호선,남부터미널(예술의전당),40,2,42,3308,1342,4650,9603,26675,36278,29209,65731,94940,45394,153229,198623,39383,85304,124687,36537,50634,87171,41181,39599,80780,41613,41505,83118,44888,48210,93098,47838,45783,93621,52062,47590,99652,65760,50369,116129,105029,57497,162526,130469,65079,195548,63398,43329,106727,45430,27067,72497,42233,20870,63103,31927,16912,48839,9310,10258,19568,947,2688,3635,1,14,15,0,0,0,0,0,0
3호선,녹번,76,5,81,9824,558,10382,26673,3527,30200,74104,7904,82008,78609,17770,96379,46203,11860,58063,30585,10345,40930,25523,11119,36642,25349,13146,38495,22120,15057,37177,19179,17333,36512,17810,22737,40547,18916,29490,48406,19081,38041,57122,20433,63405,83838,10464,52761,63225,8105,32000,40105,6056,29119,35175,4509,26512,31021,1751,15603,17354,243,4074,4317,0,1,1,0,1,1,0,0,0
3호선,대청,138,1,139,3740,1169,4909,12037,7149,19186,33043,20657,53700,38540,26377,64917,22823,12678,35501,17167,9026,26193,15698,8775,24473,15513,10439,25952,15649,11827,27476,14377,13197,27574,18533,15790,34323,22929,17718,40647,25901,22568,48469,27055,32929,59984,12298,25501,37799,8957,17901,26858,7138,16519,23657,5072,17826,22898,1934,9067,11001,229,3106,3335,0,3,3,0,0,0,0,0,0
3호선,대치,19,0,19,3073,673,3746,13100,8004,21104,31477,18736,50213,30499,27871,58370,19957,18726,38683,16093,14868,30961,15760,13898,29658,17306,18572,35878,18408,22031,40439,16922,20443,37365,18917,22804,41721,19887,31655,51542,32001,34659,66660,29103,35342,64445,18726,25895,44621,13774,15344,29118,16125,14425,30550,39923,12726,52649,3606,7317,10923,461,2221,2682,0,3,3,0,0,0,0,0,0
3호선,도곡,63,8,71,1161,204,1365,3858,4088,7946,12103,15280,27383,14660,21051,35711,9740,16523,26263,8274,8501,16775,8044,8727,16771,8275,7667,15942,8432,8274,16706,9300,7954,17254,10714,8552,19266,13455,9012,22467,16981,10874,27855,17511,12815,30326,9541,10586,20127,6936,6581,13517,6023,6135,12158,4595,5502,10097,1294,3175,4469,226,2017,2243,0,282,282,0,0,0,0,0,0
3호선,독립문,200,3,203,5033,930,5963,6730,5554,12284,16574,15575,32149,19301,21690,40991,15852,19951,35803,14189,21947,36136,14489,15560,30049,17372,15174,32546,16855,16256,33111,17790,14947,32737,20719,14571,35290,20606,15427,36033,19260,15803,35063,17820,17133,34953,8447,14503,22950,6471,9739,16210,5187,8970,14157,3607,7977,11584,1150,4926,6076,124,2230,2354,1,576,577,0,0,0,0,0,0
3호선,동대입구,16,0,16,1838,1001,2839,2659,9116,11775,6256,16005,22261,8561,64908,73469,8363,38026,46389,9392,43194,52586,11727,31077,42804,13417,24773,38190,19246,30102,49348,22481,19791,42272,25173,17125,42298,33023,16768,49791,46368,21577,67945,47470,24421,71891,24443,11606,36049,26531,6665,33196,23606,6730,30336,16428,5234,21662,3810,3403,7213,412,1078,1490,3,79,82,0,0,0,0,0,0
3호선,매봉,22,0,22,1782,663,2445,7210,8070,15280,19597,24466,44063,23487,75771,99258,16941,32926,49867,15304,16948,32252,15458,15954,31412,15521,14368,29889,16390,14589,30979,17950,13548,31498,20370,15081,35451,22909,16592,39501,39844,20656,60500,61466,25878,87344,21148,17869,39017,15312,10579,25891,16928,9555,26483,10488,9524,20012,3089,4771,7860,364,1577,1941,0,63,63,0,0,0,0,0,0
3호선,무악재,31,1,32,2266,167,2433,5834,1387,7221,17972,3108,21080,21126,5907,27033,12690,4458,17148,9212,4162,13374,7897,4005,11902,7457,4788,12245,6578,5519,12097,6247,6132,12379,5600,7922,13522,6073,9517,15590,6831,11956,18787,6917,16820,23737,3775,14877,18652,2703,9428,12131,2096,8590,10686,1414,7384,8798,711,5316,6027,93,1276,1369,0,0,0,0,0,0,0,0,0
3호선,불광,58,3,61,9690,1164,10854,19771,5195,24966,53979,11320,65299,63410,32567,95977,39534,31072,70606,28698,26346,55044,27058,25535,52593,28060,27678,55738,28725,30347,59072,28498,30767,59265,31175,33429,64604,31839,37590,69429,29521,43821,73342,31607,61554,93161,18710,49756,68466,14700,30206,44906,12121,27627,39748,8613,23046,31659,3831,14990,18821,521,4579,5100,1,0,1,0,0,0,0,0,0
3호선,수서,77,8,85,4606,2444,7050,12627,16726,29353,39131,36321,75452,47681,54617,102298,33737,37456,71193,40249,26430,66679,28475,22900,51375,37982,28531,66513,32700,25115,57815,26026,26035,52061,36927,31753,68680,41691,35680,77371,47738,42702,90440,52417,55915,108332,25400,42182,67582,25941,29179,55120,16824,25072,41896,16037,24513,40550,7461,9476,16937,585,3310,3895,0,249,249,0,0,0,0,0,0
3호선,신사,63,7,70,3619,1697,5316,7117,17440,24557,12868,42041,54909,18201,105556,123757,17221,131345,148566,21113,69091,90204,26505,49903,76408,30694,47500,78194,36743,50065,86808,43630,47717,91347,51089,43484,94573,61896,45951,107847,89578,56594,146172,123987,66922,190909,88804,36956,125760,61822,19377,81199,63226,14921,78147,52003,12312,64315,22697,8508,31205,3004,3374,6378,3,3,6,0,0,0,0,0,0
3호선,안국,12,0,12,1627,2116,3743,3067,24341,27408,6414,100360,106774,11859,127926,139785,16599,89792,106391,20322,71703,92025,27981,74346,102327,37950,63857,101807,44679,59841,104520,54021,55192,109213,70243,45277,115520,94904,38368,133272,128445,33329,161774,129346,28811,158157,62796,14226,77022,48217,8075,56292,40841,6978,47819,21501,6001,27502,6626,3623,10249,642,1082,1724,0,4,4,0,0,0,0,0,0
3호선,압구정,74,2,76,2908,2204,5112,8009,24223,32232,16513,50539,67052,26020,141311,167331,22857,150636,173493,27632,85403,113035,34549,69645,104194,41421,56556,97977,47749,58872,106621,58146,53313,111459,66614,51741,118355,76854,51898,128752,98434,58197,156631,134164,61386,195550,94292,34571,128863,74247,18491,92738,54728,14593,69321,39590,12849,52439,11945,6587,18532,1724,2373,4097,2,223,225,0,0,0,0,0,0
3호선,약수,106,2,108,6790,1038,7828,10907,6311,17218,26735,16251,42986,38552,32353,70905,27597,22002,49599,20749,16111,36860,19180,17107,36287,21643,17068,38711,21774,18257,40031,21500,20017,41517,23532,22248,45780,24835,26140,50975,28198,31243,59441,33067,42680,75747,20541,29316,49857,17108,19909,37017,16667,17172,33839,11985,16241,28226,5627,9312,14939,884,3427,4311,4,526,530,1,1,2,0,0,0
3호선,양재(서초구청),53,4,57,5364,2842,8206,14629,42694,57323,38210,110633,148843,47577,227949,275526,35706,122004,157710,32606,60830,93436,35493,51156,86649,40103,46699,86802,46380,50193,96573,52616,45169,97785,62109,44864,106973,77257,50563,127820,128955,67676,196631,189092,81711,270803,89429,54888,144317,67571,36502,104073,63272,31112,94384,40307,28389,68696,13621,14215,27836,1460,3923,5383,1,63,64,1,0,1,0,0,0
3호선,연신내,266,6,272,25519,1858,27377,49092,12229,61321,122533,24200,146733,142244,33745,175989,86651,35787,122438,60147,34828,94975,56885,37438,94323,60815,39978,100793,57341,44448,101789,53476,48435,101911,54507,59100,113607,59878,69785,129663,55011,88674,143685,49128,129509,178637,35263,112820,148083,28602,67915,96517,25221,61447,86668,20687,54335,75022,9358,34329,43687,1455,11225,12680,3,15,18,0,1,1,0,0,0
3호선,오금,22,0,22,4509,6,4515,9407,2558,11965,30099,6485,36584,32382,13199,45581,16695,6710,23405,10463,5527,15990,9054,5073,14127,9509,6225,15734,8873,6621,15494,7358,7179,14537,7248,9291,16539,9262,11235,20497,11289,14949,26238,12160,22820,34980,4830,16487,21317,3619,11370,14989,2921,10299,13220,2985,11434,14419,1279,5980,7259,95,2219,2314,0,0,0,0,0,0,0,0,0
3호선,옥수,166,2,168,3016,838,3854,9439,4601,14040,23840,7794,31634,33132,12952,46084,22935,11058,33993,16869,9179,26048,15194,11173,26367,15156,12144,27300,15302,13713,29015,15110,14898,30008,15962,18008,33970,16212,20326,36538,17581,26600,44181,17218,34463,51681,11829,25834,37663,9698,17645,27343,8839,15288,24127,5441,14605,20046,2176,7407,9583,343,1916,2259,0,0,0,0,1,1,0,0,0
3호선,을지로3가,19,2,21,728,1164,1892,1525,9078,10603,4829,36042,40871,8100,79501,87601,10498,32585,43083,10875,17230,28105,11536,15529,27065,11764,14712,26476,13938,15959,29897,16596,14504,31100,18499,14651,33150,22143,16549,38692,44527,20897,65424,68224,23682,91906,28893,14701,43594,21813,7613,29426,22175,5985,28160,17868,4467,22335,9403,2965,12368,1303,726,2029,0,10,10,0,0,0,0,0,0
3호선,일원,5,1,6,2299,1634,3933,9023,11882,20905,26771,34811,61582,25997,25397,51394,18929,19024,37953,18732,17023,35755,19325,12378,31703,19219,15303,34522,16665,16158,32823,18553,15872,34425,24265,15206,39471,31888,15480,47368,36616,17406,54022,18728,23907,42635,11160,18945,30105,7268,12986,20254,5950,11598,17548,3836,13430,17266,1417,5226,6643,97,1869,1966,0,25,25,0,0,0,0,0,0
3호선,잠원,3,0,3,1247,745,1992,4817,7792,12609,13930,6969,20899,19020,9376,28396,12343,6816,19159,9475,4770,14245,9353,5372,14725,9089,5739,14828,8190,7132,15322,7441,7407,14848,8788,8647,17435,11878,9372,21250,12761,12109,24870,9899,14977,24876,5802,11407,17209,4251,7599,11850,4188,7444,11632,2381,8671,11052,842,4117,4959,142,1244,1386,0,2,2,0,0,0,0,0,0
3호선,종로3가,28,1,29,871,963,1834,1503,6050,7553,2122,16173,18295,3602,44509,48111,5992,43892,49884,8362,36758,45120,10933,31056,41989,13152,28467,41619,15295,26794,42089,18744,25369,44113,22300,22618,44918,27176,22057,49233,38140,21352,59492,55448,21358,76806,32878,12148,45026,22480,7151,29631,24003,5585,29588,18816,4389,23205,8929,2727,11656,946,1112,2058,3,17,20,0,0,0,0,0,0
3호선,지축,2,1,3,2920,784,3704,10575,7144,17719,29679,5955,35634,29084,10422,39506,16964,6677,23641,11576,6160,17736,10448,5947,16395,10950,7648,18598,10259,8485,18744,9612,8646,18258,11313,10855,22168,12340,14381,26721,13298,18509,31807,10084,28580,38664,6754,22942,29696,5392,15503,20895,4864,13704,18568,3644,11756,15400,1599,6427,8026,267,1125,1392,0,0,0,0,0,0,0,0,0
3호선,학여울,2,0,2,569,225,794,1914,1877,3791,4755,3525,8280,4987,8633,13620,3914,8724,12638,3477,7292,10769,4457,5098,9555,5329,5677,11006,5539,6574,12113,5924,5830,11754,6705,5105,11810,8650,4229,12879,9447,4429,13876,8915,4700,13615,2723,3717,6440,1838,2681,4519,1782,2355,4137,1148,2148,3296,285,1130,1415,33,439,472,0,0,0,0,0,0,0,0,0
3호선,홍제,124,9,133,10527,1395,11922,25325,6927,32252,67753,11070,78823,73975,27093,101068,49023,23466,72489,35146,22656,57802,32071,20362,52433,34798,22040,56838,31559,24241,55800,29467,27330,56797,30094,32479,62573,32572,39425,71997,32024,47432,79456,29957,65681,95638,16985,54242,71227,13609,33699,47308,11131,30541,41672,8366,27387,35753,3052,16092,19144,418,3800,4218,0,0,0,0,0,0,0,0,0
3호선,평균,68,3,71,4559,1186,5745,11111,10947,22058,29570,26375,55945,35350,53423,88773,25125,40134,65258,21550,28669,50219,22231,25795,48027,24592,25236,49828,25859,26661,52520,27548,25857,53405,31475,26907,58382,36680,29009,65689,46479,33978,80457,53485,42360,95845,30249,30561,60809,24747,19006,43753,20973,16545,37518,15787,14918,30706,5516,8431,13946,680,2605,3285,1,80,81,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4호선,길음,43,5,48,10590,1866,12456,34140,8432,42572,91447,15866,107313,90183,39369,129552,54856,31269,86125,38520,26616,65136,33749,30338,64087,35553,26771,62324,34247,30128,64375,32284,31983,64267,34469,34816,69285,40841,43810,84651,41174,58762,99936,39831,80770,120601,21198,65290,86488,16302,42619,58921,12910,39024,51934,13509,38005,51514,4869,22217,27086,727,5913,6640,0,1,1,0,0,0,0,0,0
4호선,남태령,17,0,17,592,59,651,1079,1631,2710,2796,5653,8449,4598,5367,9965,3119,1864,4983,2450,1437,3887,2517,1301,3818,2539,1526,4065,2273,1524,3797,2250,1471,3721,2680,1746,4426,3534,1943,5477,4907,1914,6821,3991,2197,6188,1816,2006,3822,1780,1523,3303,771,1198,1969,421,1080,1501,194,634,828,21,200,221,0,0,0,0,0,0,0,0,0
4호선,노원,250,0,250,13897,1496,15393,29731,16903,46634,69381,37791,107172,82509,66495,149004,53448,55091,108539,42467,42207,84674,42963,41196,84159,48375,46423,94798,46992,49771,96763,47327,50211,97538,51147,57160,108307,57005,67824,124829,60657,87050,147707,64690,116203,180893,48005,86760,134765,41527,53445,94972,38141,46673,84814,35873,40921,76794,16041,26137,42178,3402,8338,11740,2,746,748,0,0,0,0,0,0
4호선,당고개,61,1,62,8436,27,8463,17442,4421,21863,44949,5809,50758,38056,10598,48654,24699,10940,35639,17956,10315,28271,15920,9602,25522,16309,10525,26834,15526,10815,26341,14078,11820,25898,13086,14077,27163,14392,18221,32613,13727,20360,34087,12854,27589,40443,8394,26449,34843,5709,17678,23387,4747,16336,21083,3088,14700,17788,1428,10451,11879,336,3670,4006,0,399,399,0,0,0,0,0,0
4호선,동대문,182,6,188,4677,2524,7201,2997,13647,16644,5142,33016,38158,7928,68867,76795,13581,67096,80677,20120,65416,85536,27886,59270,87156,35783,53944,89727,42317,50269,92586,52014,47628,99642,61855,39152,101007,71978,31798,103776,88538,25040,113578,64120,22263,86383,38836,23901,62737,28656,17381,46037,27228,12489,39717,21605,8792,30397,10088,6302,16390,1746,1751,3497,3,166,169,0,0,0,0,0,0
4호선,동대문역사문화공원(DDP),359,1,360,6400,1621,8021,5190,13445,18635,9687,28967,38654,15966,65507,81473,20063,40114,60177,21914,33915,55829,23186,31511,54697,25129,30218,55347,27618,30710,58328,34215,30088,64303,41245,28062,69307,49646,26643,76289,66058,28447,94505,80522,30392,110914,48448,31517,79965,37880,22865,60745,35732,19302,55034,29125,16313,45438,15399,11097,26496,2790,3197,5987,2,115,117,0,0,0,0,0,0
4호선,동작(현충원),4,0,4,179,290,469,696,2281,2977,1942,2873,4815,2362,4808,7170,2132,3519,5651,1797,3047,4844,2236,2317,4553,2290,2382,4672,2231,3091,5322,2601,2986,5587,3239,2888,6127,4298,2607,6905,5162,3178,8340,4987,3797,8784,2257,2410,4667,1970,2427,4397,1715,1050,2765,1061,889,1950,436,592,1028,76,366,442,0,68,68,0,0,0,0,0,0
4호선,명동,37,10,47,1482,1156,2638,4302,22348,26650,9579,55575,65154,19179,134366,153545,33807,101346,135153,42158,73054,115212,47838,74621,122459,47386,82459,129845,51717,79267,130984,64014,74532,138546,80148,78960,159108,98271,79283,177554,107377,83510,190887,144750,79955,224705,90233,65577,155810,83081,48280,131361,81181,34000,115181,74548,20297,94845,31839,10999,42838,2072,3479,5551,4,192,196,1,1,2,0,0,0
4호선,미아(서울사이버대학),108,10,118,12322,2245,14567,20763,8764,29527,48495,19713,68208,53834,41560,95394,35470,22164,57634,27368,18026,45394,27300,22514,49814,29354,19263,48617,27799,21196,48995,26545,23842,50387,26176,27240,53416,33267,32292,65559,32207,36980,69187,31260,47671,78931,18056,39337,57393,12377,25172,37549,10986,23636,34622,9972,20364,30336,2998,13288,16286,391,3615,4006,0,0,0,0,0,0,0,0,0
4호선,미아사거리,116,2,118,15913,2777,18690,37081,8555,45636,92440,21715,114155,99480,34868,134348,63937,32415,96352,45702,29381,75083,43717,30891,74608,44629,34195,78824,44423,37688,82111,42101,41549,83650,47092,51808,98900,49670,60037,109707,44635,72974,117609,44543,102267,146810,32151,79593,111744,31645,50559,82204,19034,45353,64387,14027,39830,53857,6665,23101,29766,923,5061,5984,1,0,1,0,0,0,0,0,0
4호선,사당,177,67,244,10692,1224,11916,26914,18356,45270,71801,27388,99189,82091,38559,120650,67211,30841,98052,47870,27637,75507,40189,37397,77586,42324,36903,79227,41794,32012,73806,41592,32091,73683,40460,37510,77970,43773,52497,96270,50308,72764,123072,54829,100869,155698,37924,65298,103222,36176,40482,76658,38079,37063,75142,33729,34491,68220,16259,22446,38705,1807,6285,8092,3,583,586,0,0,0,0,0,0
4호선,삼각지,7,1,8,590,427,1017,2190,4954,7144,7332,13408,20740,10812,20898,31710,6824,12384,19208,6417,10788,17205,6661,12574,19235,7991,13305,21296,9156,13355,22511,9802,12307,22109,10350,13547,23897,12062,15219,27281,17252,19209,36461,25113,25900,51013,14061,16001,30062,13429,8640,22069,15683,6649,22332,14418,5568,19986,7190,3840,11030,912,1439,2351,1,15,16,0,0,0,0,0,0
4호선,상계,27,3,30,14757,280,15037,38665,6967,45632,90411,19630,110041,75772,20901,96673,46699,18133,64832,34401,16436,50837,31571,16788,48359,33858,21685,55543,29961,21534,51495,25940,24740,50680,26299,28650,54949,29214,38189,67403,28603,48195,76798,25340,68436,93776,16638,61502,78140,12911,38418,51329,11456,35054,46510,11874,31421,43295,3752,20797,24549,609,5945,6554,3,590,593,0,0,0,0,0,0
4호선,서울역,192,9,201,4468,950,5418,6106,18467,24573,12753,40804,53557,17052,88824,105876,16485,59315,75800,15192,35469,50661,17199,33236,50435,17663,35397,53060,17095,36153,53248,17880,34123,52003,19698,36667,56365,25241,40227,65468,48477,44007,92484,60117,43664,103781,26396,34026,60422,17901,25156,43057,15678,23393,39071,11259,19319,30578,4938,9881,14819,621,3027,3648,0,263,263,0,0,0,0,0,0
4호선,성신여대입구(돈암),46,11,57,6150,1853,8003,20178,7082,27260,49745,19103,68848,57288,49380,106668,42115,30903,73018,33314,26279,59593,34772,39294,74066,39242,30730,69972,39108,32813,71921,41083,37309,78392,43272,36816,80088,47251,45089,92340,54429,57562,111991,54812,74579,129391,35739,58565,94304,33197,39995,73192,34420,36773,71193,32383,33238,65621,15018,22604,37622,2359,6604,8963,0,0,0,1,1,2,0,0,0
4호선,수유(강북구청),196,8,204,22950,3299,26249,46604,10498,57102,113144,21654,134798,124607,56719,181326,83330,40602,123932,59484,31844,91328,57063,35754,92817,59367,38369,97736,56379,44301,100680,52285,48189,100474,51854,59659,111513,56673,74770,131443,59965,90663,150628,67218,127208,194426,41256,112415,153671,31552,72482,104034,27404,66264,93668,22235,60997,83232,12044,39769,51813,1890,9572,11462,0,1,1,1,1,2,0,0,0
4호선,숙대입구(갈월),17,5,22,3077,766,3843,8384,7893,16277,18575,25422,43997,28810,55075,83885,21491,37532,59023,18543,29938,48481,18791,25790,44581,23208,21095,44303,24631,23825,48456,25947,22403,48350,29492,21950,51442,42821,26479,69300,45791,34128,79919,55551,42163,97714,30569,28102,58671,27155,18444,45599,27285,16848,44133,22346,15456,37802,10110,9888,19998,1195,2178,3373,1,12,13,0,1,1,0,0,0
4호선,신용산,5,0,5,1568,1348,2916,4448,14667,19115,12644,38855,51499,18589,94061,112650,16859,75394,92253,15625,34993,50618,20467,31822,52289,21825,33035,54860,26087,33940,60027,25766,31542,57308,33902,33243,67145,44178,36579,80757,66176,42277,108453,97521,49309,146830,50739,29896,80635,42274,16816,59090,40753,13049,53802,30169,9600,39769,13261,5399,18660,1464,1448,2912,0,11,11,0,0,0,0,0,0
4호선,쌍문,266,7,273,25454,1268,26722,53386,9275,62661,127244,16315,143559,130597,28624,159221,83014,21575,104589,58324,21223,79547,50487,23026,73513,50844,28055,78899,45768,30749,76517,39615,34713,74328,37133,47256,84389,39772,58774,98546,40055,75302,115357,35423,106440,141863,24006,101366,125372,18530,63681,82211,13974,56648,70622,10856,54151,65007,4813,34676,39489,659,10427,11086,0,16,16,0,0,0,0,0,0
